,lyric,line,track_title,album,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
503,Come feel this magic I've been feeling since I met you,11,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
504,Can't help it if there's no one else,12,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
505,"Mmm, I can't help myself",13,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
506,"Hey Stephen, I've been holding back this feeling",14,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
507,So I got some things to say to you,15,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
508,"I've seen it all, so I thought",16,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
509,But I never seen nobody shine the way you do,17,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
510,"The way you walk, way you talk, way you say my name",18,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
511,"It's beautiful, wonderful, don't you ever change",19,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
512,"Hey Stephen, why are people always leaving?",20,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
513,I think you and I should stay the same,21,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
514,"They're dimming the street lights, you're perfect for me",27,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
515,Why aren't you here tonight?,28,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
516,"I'm waiting alone now, so come on and come out",29,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
517,"And pull me near and shine, shine, shine",30,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
518,"Hey Stephen, I could give you fifty reasons",31,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
519,Why I should be the one you choose,32,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
520,"All those other girls, well, they're beautiful",33,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
521,But would they write a song for you?,34,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
522,Myself,45,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
523,Can't help myself,46,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
524,I can't help myself,47,Hey Stephen (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,254254,66,0.7879999999999999,0.106,0.5710000000000001,0.0,0.0934,-6.135,0.0296,0.797,115.99
525,"Say you're sorry, that face of an angel",1,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
526,Comes out just when you need it to,2,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
527,As I paced back and forth all this time,3,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
528,'Cause I honestly believed in you,4,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
529,"Holdin' on, the days drag on",5,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
530,"Stupid girl, I shoulda known, I shoulda known",6,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
531,"That I'm not a princess, this ain't a fairytale",7,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
532,"I'm not the one you'll sweep off her feet, lead her up the stairwell",8,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
533,"This ain't Hollywood, this is a small town",9,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
534,I was a dreamer before you went and let me down,10,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
535,Now it's too late for you and your white horse,11,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
536,To come around,12,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
537,"Baby I was naive, got lost in your eyes",13,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
538,And never really had a chance,14,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
539,My mistake I didn't know to be in love,15,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
540,You had to fight to have the upper hand,16,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
541,I had so many dreams about you and me,17,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
542,"Happy endings, now I know",18,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
543,And there you are on your knees,25,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
544,"Beggin' for forgiveness, beggin' for me",26,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
545,Just like I always wanted,27,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
546,But I'm so sorry,28,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
547,"'Cause I'm not your princess, this ain't our fairytale",29,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
548,I'm gonna find someone someday,30,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
549,Who might actually treat me well,31,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
550,"This is a big world, that was a small town",32,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
551,There in my rear view mirror disappearing now,33,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
552,And it's too late for you and your white horse,34,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
553,To catch me now,36,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
554,"Oh, whoa, whoa, whoa",37,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
555,"Try and catch me now, oh",38,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
556,It's too late to catch me now,39,White Horse (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,234515,66,0.423,0.369,0.517,0.0,0.177,-7.377000000000001,0.0486,0.366,185.262
557,"You're on the phone with your girlfriend, she's upset",1,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
558,She's going off about something that you said,2,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
559,'Cause she doesn't get your humor like I do,3,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
560,"I'm in the room, it's a typical Tuesday night",4,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
561,I'm listening to the kind of music she doesn't like,5,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
562,And she'll never know your story like I do,6,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
563,"But she wears short skirts, I wear T-shirts",7,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
564,She's Cheer Captain and I'm on the bleachers,8,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
565,Dreaming about the day when you wake up and find,9,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
566,That what you're looking for has been here the whole time,10,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
567,If you could see that I'm the one who understands you,11,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
568,"Been here all along, so why can't you see?",12,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
569,"You belong with me, you belong with me",13,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
570,Walking the streets with you and your worn-out jeans,14,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
571,I can't help thinking this is how it ought to be,15,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
572,"Laughing on a park bench, thinking to myself",16,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
573,"Hey, isn't this easy?",17,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
574,And you've got a smile that could light up this whole town,18,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
575,I haven't seen it in a while since she brought you down,19,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
576,"You say you're fine, I know you better than that",20,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
577,"Hey, whatcha doing with a girl like that?",21,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
578,"She wears high heels, I wear sneakers",22,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
579,You belong with me,28,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
580,Standing by and waiting at your back door,29,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
581,"All this time how could you not know, baby?",30,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
582,"Oh, I remember you driving to my house",32,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
583,In the middle of the night,33,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
584,I'm the one who makes you laugh,34,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
585,When you know you're 'bout to cry,35,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
586,And I know your favorite songs,36,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
587,And you tell me 'bout your dreams,37,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
588,Think I know where you belong,38,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
589,Think I know it's with me,39,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
590,Can't you see that I'm the one who understands you,40,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
591,Have you ever thought just maybe,47,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),2021-04-09,231124,76,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,0.474,130.033
